Year,Speaker,Presentation_Type,Title,Keywords
2018,Helena Kotthaus,Improving performance,Optimizing Parallel R Programs via Dynamic Scheduling Strategies,"models, performance"
2018,Stepan Sindelar,Improving performance,Combining R and Python with GraalVM,"applications, performance, programming languages interoperability, debugging"
2018,David Smith,Improving performance,Speeding up computations in R with parallel programming in the cloud,"models, performance, parallel programming"
2018,Romain Francois,Improving performance,rrrow: an R front end to Apache Arrow,"algorithms, performance, big data, streaming data, interfaces"
2018,Robert Nguyen,Sports analytics,Using Australian Rules Football to Broaden the Appeal of R and Statistics Among Youth and Public Without a STEM Background,"visualisation, models, applications, reproducibility, community/education, interfaces"
2018,Alex Fun,Sports analytics,Using TMB (Template Model Builder) to predict the winner of a ping pong match,"algorithms, models, applications"
2018,Andrew Simpkin,Sports analytics,A Shiny app used to predict training load in professional sports,"visualisation, algorithms, models, applications, databases, web app, multivariate, performance, streaming data"
2018,Sayani Gupta,Sports analytics,CricketData: An R package for international cricket data,"visualisation, data mining, applications, web app, reproducibility"
2018,Katie Sasso,Leveraging web apps,Shiny meets Electron: Turn your Shiny app into a standalone desktop app in no time,"applications, databases, web app, reproducibility, interfaces, Automation"
2018,Adrian Barnett,Leveraging web apps,Saving time for researchers by creating publication lists using shiny,"applications, databases, web app, open access"
2018,Gergely Daroczi,Leveraging web apps,Managing database credentials and connections: an easy and secure approach,"applications, databases, web app, interfaces, business"
2018,Ian Hansel,Leveraging web apps,Large Scale Data Visualisation with Deck.gl and Shiny,"visualisation, web app, space/time"
2018,Roger Peng,Keynote,Teaching R to New Users: From tapply to Tidyverse,NA
2018,Anqi Fu,Optimisation for model fitting,Disciplined Convex Optimization with CVXR,"models, data mining, applications, multivariate, big data, interfaces, optimization"
2018,Giuseppe Bruno,Optimisation for model fitting,Stochastic Gradient Descent: boosting its performances in R,"data mining, big data"
2018,Melina Ribaud,Optimisation for model fitting,Robustness criterion for the derivative kriging-based optimization,"algorithms, models, applications"
2018,Andrew Locke,Optimisation for model fitting,Augmented Lagrangian for constrained optimizations in Empirical Likelihood estimations,"algorithms, models"
2018,Ido Bar,Infrastructure and tools for genomic analysis,Shinotate: an R-based shiny server for annotation and analysis of RNA-Seq transcriptome assemblies,"visualisation, web app, bioinformatics"
2018,Peter Hickey,Infrastructure and tools for genomic analysis,DelayedArray: A tibble for arrays,"bioinformatics, performance, big data"
2018,Ramyar Molania,Infrastructure and tools for genomic analysis,improved normalization of the Nanostring nCounter gene expression data,bioinformatics
2018,Abdul Abdulmonem A. Alsaleh,Infrastructure and tools for genomic analysis,Identifying methylation biomarkers for childhood leukaemia from human 450k DNA methylation array data using ABC.RAP R package,"data mining, bioinformatics, data analysis"
2018,Christoph Bergmeir,Classification and data mining,ssc: An R Package for Semi-Supervised Classification,"algorithms, models, data mining"
2018,Przemyslaw Biecek,Classification and data mining,DALEX will help you to understand this complex predictive model,"visualisation, algorithms, models, data mining, bioinformatics"
2018,Roel Henckaerts,Classification and data mining,Tree-Based Machine Learning for Insurance Pricing,"visualisation, models, Tree-based machine learning"
2018,Lubomir Stepanek,Classification and data mining,Classification and evaluation of facial attractiveness and emotions for purposes of plastic surgery using machine-learning methods and R,"algorithms, models, multivariate, machine learning"
2018,Mauricio Sarrias,Modeling and algorithms with a health focus,Comparing Implementations of Logit Models with Individual Heterogeneity,"models, applications, reproducibility, performance"
2018,Daniel Putler,Modeling and algorithms with a health focus,Optimally Locating Opioid Treatment Centers in Under Served Areas Using R and Alteryx,"applications, web app, Public Health, Optimization"
2018,Nicholas Tierney,Modeling and algorithms with a health focus,Maxcovr: Find the best locations for facilities using the maximal covering location problem,"visualisation, algorithms, models, applications, space/time, interfaces"
2018,Brianna Hitt,Modeling and algorithms with a health focus,Optimal group testing algorithms for infectious disease detection with the binGroup package,"algorithms, applications, binary response; infectious disease testing; pooled testing; screening; sensitivity; specificity"
2018,Aneesha Bakharia,Working with text,Topic Modeling with LDA and NMF from a Qualitative Content Analysis Perspective,"visualisation, text analysis/NLP, interfaces"
2018,eongMin Kwon,Working with text,From humble data to training data,"data mining, applications, text analysis/NLP"
2018,Talia Beech,Working with text,Strategic Capability Analysis for CANSOFCOM,"visualisation, text analysis/NLP"
2018,Thomas Klebel,Working with text,jstor: An R package for Analysing Scientific Articles,"data mining, text analysis/NLP"
2018,Earo Wang,New dev for temporal data,tsibble: The 15th time series standard,"visualisation, space/time"
2018,Rob Hyndman,New dev for temporal data,Tidy forecasting in R,space/time
2018,Mitchell O'Hara-Wild,New dev for temporal data,fasster: Forecasting multiple seasonality with state switching,"algorithms, models, streaming data, timeseries"
2018,Thiyanga Talagala,New dev for temporal data,seer: R package for feature-based forecast-model selection,"algorithms, models, time series"
2018,Danielle Navarro,Keynote,R for Psychological Science?,NA
2018,Ansgar Wenzel,Applications in big data,A closer look at UK MOT results - Why does my car always fail?,applications
2018,Kevin Kuo,Applications in big data,Claims reserving in general insurance with R and Keras,"algorithms, models, data mining, applications, insurance"
2018,Sangeeta Bhatia,Applications in big data,Big Brother is Watching - Using Digital Disease Surveillance Tools for Near Real-Time Forecasting,"models, applications, Epidemiology"
2018,David Smith,R Consortium projects,The voice of the R community,community/education
2018,Joseph Rickert,R Consortium projects,Sustainable community investment in action - a look at some of the R Consortium Funded Grant Projects and Working Groups.,community/education
2018,NA Various funded researchers,R Consortium projects,What we are doing with the R Consortium funds,community/education
2018,Peter Dalgaard,Community development,What's in a name? 20 years of R release management,"community/education, History of R"
2018,Dennis Irorere,Community development,R labs Africa,community/education
2018,Joe Kliegman,Community development,nextjournal,"community/education, reproducibility"
2018,Teck Kiang Tan,Modeling and algorithms,Doubly Classified Models with R,"models, applications, community/education"
2018,Sourav Das,Modeling and algorithms,A routine for measuring the nonstationarity of a time series,"space/time, streaming data"
2018,Aya Alwan,Modeling and algorithms,Observation driven Conway-Maxwell Poisson count data models,"algorithms, models"
2018,Martin Maechler,"Programming, performance and productivity",Helping R to be (even more) accurate,"algorithms, reproducibility, performance, numerical accuracy"
2018,Tomas Kalibera,"Programming, performance and productivity",Preventing and Detecting Memory Protection Bugs in Packages,"programming packages, finding bugs in packages"
2018,Kelly Obriant,"Programming, performance and productivity",How to Play with and Integrate DevOps Technologies in an R Data Science Workflow,Cloud computing
2018,Jenny Bryan,Keynote,Code smells and feels,NA
2017,Timo Grossenbacher,Talks,The growing popularity of R in data journalism,"Data Journalism, Journalism, Reproducibility, Automation, Reporting"
2017,Ann Marie Weideman,Poster Session,Shiny as a Medium for Simplifying Disease Rating Scale Computations,
2017,Tserendorj Davaakhuu,Poster Session,Sustainable development And Sustainable city,"Sustainable city, Environment, Development, Ecology"
2017,Miguel Carrero,Lightning Talks,Beyond the scale. Building formal approaches for the study of locational patterns in site-scale archaeological distributions. A case study in Galician moundscapes (NW of Iberian Peninsula).,"Megalithism, Galicia, spatial archaeology, point pattern, R, predictive modelling, GIS"
2017,Marcin Kosinski,Talks,Stochastic Gradient Descent Log-Likelihood Estimation in the Cox Proportional Hazards Model with Applications to The Cancer Genome Atlas Data,"Log-Likelihood Estimation, Stochastic Gradient Descent, Cox PH Model, Survival Analysis"
2017,Edward S. Lee,Talks,Using the alphabetr package to determine paired T cell receptor sequences,"bioinformatics, sequencing, immunology, T cell receptors"
2017, Lucy D’Agostino McGowan,Talks,"papr: Tinder for pre-prints, a Shiny Application for collecting gut-reactions to pre-prints from the scientific community","shiny, recommender engine, social network, shinysense"
2017,Bryon Aragam ,Talks,Collaborative Development in R: A Case Study with the sparsebn package,NA
2017,Agnieszka Sitko,Talks,factorMerger: a set of tools to support results from post hoc testing,"analysis of variance (ANOVA), hierarchical clustering, likelihood ratio test (LRT), post hoc testing"
2017,Adéla Drabinová,Talks,difNLR: Detection of potentional gender/minority bias with extensions of logistic regression,NA
2017,Andrew Redd,Talks,Updates to the Documentation System for R,NA
2017,Jared Lander,Lightning Talks,R for Everyone,NA
2017,Francis Nguyen Ngoc Hoang Long,Lightning Talks,R and Tableau Integration: A Case approach,NA
2017,David Robinson,Talks,We R What We Ask: The Landscape of R Users on Stack Overflow,"r, data science, web traffic, visualization"
2017,Xinwei Xue,Poster Session,Predict Hospital Length of Stay with R,"Hospital Length of Stay Prediction, R, Microsoft R Server, SQL Server"
2017,David B. King Jefferson Davis,Poster Session,A Mixture of Multivariate Regressions Package with Applications for Chronic Kidney Disease,NA
2017,Kylie A. Bemis,Talks,R-based computing with big data on disk,"big data, reproducibility, data aggregation, bioinformatics, imaging"
2017,Stefan Rödiger,Talks,Integrated analysis of digital PCR experiments in R,"digital PCR, multiple comparison, GUI, reproducible research"
2017,Leo Lahti,Lightning Talks,rOpenGov: community project for open government data,"Community Project, Infrastructure, Open Data, Open Science, R packages"
2017,Jim Harner,Talks,Rc$^2$: an Environment for Running R and Spark in Docker Containers,"R, Spark, Docker containers, Kubernetes, Cloud computing"
2017,Micha? Burdukiewicz,Poster Session,AmyloGram: prediction of amyloid sequences in R,"Amyloids, n-grams, machine learning, random forest"
2017,Giorgio Maria Di Nunzio,Lightning Talks,Gamifyr: Transforming Machine Learning Tasks into Games with Shiny,"Gamification, Text Classification, R Shiny, Interactive Machine Learning"
2017,Phoebe Wong,Poster Session,Visualizing Meeting Data in Shiny,"Shiny, D3.js, igraph, plotly, Microsoft Outlook"
2017,Karim Chine,Talks,"Clouds, Containers and R, towards a global hub for reproducible and collaborative data science","Cloud Computing, Docker, Collaboration, API, Reproducible Research"
2017,Piotr Sobczyk,Poster Session,biogram: n-gram analysis of biological sequences in R,"Proteins, n-grams, machine learning, feature selection"
2017,Keven Bluteau,Talks,Markovâ€“Switching GARCH Models in R: The MSGARCH Package,"GARCH, MSGARCH, Markovâ€“switching, conditional volatility, risk management"
2017,Markus Kainu,Talks,Community-based learning and knowledge sharing,"Teaching, Knowledge Sharing, Best Practices"
2017,Ian Lyttle,Lightning Talks,bsplus: Using Twitter Bootstrap to extend your Shiny app,"shiny, rmarkdown, HTML, Twitter Bootstrap"
2017,Daeyoung Kim,Poster Session,"Easy and Stable Deployment of *R*-based Software with *github*, *devtools*, and *docker*","NILM, devtools, deployment, dependency"
2017,Tobias Verbeke,Talks,ShinyProxy,"Shiny, enterprise computing, open source"
2017,Kirill Müller,Talks,Improving DBI,"Database, SQLite, specification, test suite"
2017,Nathaniel Phillips,Talks,"FFTrees: An R package to create, visualise and use fast and frugal decision trees","decision trees, decision making, package, visualization"
2017,Jim Porzak,Poster Session,"Recency, Frequency, and Monetary Value in the 21st Century","Recency, Frequency, Monetary, RFM, Marketing"
2017,Gregory Warnes,Talks,"Daff: diff, patch and merge for data.frames","Reproducible research, data versioning"
2017,Bart Smeets,Poster Session,Predicting Long-Term Functional Outcome after Ankle Fracture,"AO44, Predictive Modelling, Trauma Care, Ankle Fracture"
2017,Samuel Jenness,Talks,EpiModel: An R Package for Mathematical Modeling of Infectious Disease over Networks,"mathematical model, infectious disease, epidemiology, networks, R"
2017,Martori Francesc,Poster Session,How students learn Statistics: from tracing student's activity in R Commander to the visualization of their work through a Shiny app,"Teaching Statistics, Shiny, Learning Analytics"
2017,R. Scott Hacker,Poster Session,DeducerHansel: Econometrics in *R* through a Graphical User Interface,"GUI, Deducer, econometrics, time series, panel data"
2017,Helen Lindsay,Poster Session,CrispRVariants: visualising gene editing experiments with R and shiny,"Bioinformatics, visualisation"
2017,Jeremy Miles,Poster Session,Constructing Tests for Ads Quality Raters,"psychometrics, test construction, ability testing"
2017,Robert Franolic,Lightning Talks,Investigating a novel foreign exchange order flow measure with BigVAR,"Foreign Exchange, Order Flow, Structured Regulariztion Vector Autoregression, Big VAR"
2017,Chirag Anand,Lightning Talks,**eventstudies**: An *R* package for conducting event studies and a platform for methodological research on event studies,event study methodology
2017,Florian Detsch,Talks,**MODIS**: Acquisition and Processing of MODIS Products,"MODIS, Remote Sensing, Data Processing, Land Surface"
2017,Ignacio Alvarez,Poster Session,Poisson hierarchical model to analyze allele specific RNA-seq data,"Fully Bayesian, Hierarchical model, GPU, RNAseq"
2017,Marc Lavielle,Talks,Statistics in Action with R: an educative platform,"Hypothesis testing, regression model, mixed effects model, mixture model, change point detection"
2017,Nidhi Aggarwal,Poster Session,The causal impact of algorithmic trading on market quality,"Algorithmic trading, matching, difference-in-difference, flash crashes, market quality"
2017,Peter Baker,Talks,codebookr: Codebooks in *R*,"code book, data dictionary, data cleaning, validation, automation"
2017,Magali Berland,Poster Session,When HPC augments reproducible research: The case of biomarkers identification in the human gut microbiota,NA
2017,Hinda Haned,Poster Session,On the use of R for building a responsible data science workflow in the retail industry,"human resources, machine learning, reproducibility, transparency, interpretability"
2017,Pawe? Sakowski,Poster Session,Efficient option pricing with R. Practical applications of alternative methods with Shiny.,"option pricing, derivatives, implied volatility, C++, greeks"
2017,Paulo Bargo,Lightning Talks,TAGS - Table Assorting Guided System: an HTML widget to create multiple tables from Excel spreadsheets,"Excel spreadsheet, htmlwidget, data import"
2017,Piotr Cwiakowski,Poster Session,Modelling Spatial Point Data in R - sample applications,"spatial econometrics, spatial point, local convergence, real estate valuation"
2017,Anita Windhorst,Poster Session,Comparison of different variable selection strategies to formulate predictive models in medicine,"Multivariate analysis, sparse partial least squares analysis, predictive analysis of microarrays, stepwise selection"
2017,Robert Kalcik,Poster Session,Exploring Europe's comparative advantage in low-carbon technology using R,"Low-carbon tech, patents, exports, innovation"
2017,Christian Thiele,Lightning Talks,The cutpointr package: Improved and tidy estimation of optimal cutpoints,"cutpoints, tidy"
2017,Vincent Audigier,Poster Session,micemd: a smart multiple imputation R package for missing multilevel data,"Missing data, multiple imputation, multilevel data, individual patient data meta-analysis, systematically missing values"
2017,Jakob Richter,Talks,mlrHyperopt: Effortless and collaborative hyperparameter optimization experiments,"machine learning, hyperparameter optimization, tuning, classification, networked science"
2017,Rasmus Bååth,Lightning Talks,The current state of naming conventions in R.,"Naming Conventions, R"
2017,Alexander Bertram,Talks,The **renjin** package: Painless Just-in-time Compilation for High Performance R,"performance, compliation, Renjin"
2017,Tobias Gauster,Lightning Talks,smires -- Calculating Hydrological Metrics for Univariate Time Series,"Ecology, Hydrology, Framework, Time Series"
2017,Malte Grosser,Lightning Talks,Advanced R Solutions -- A Bookdown Project,"Advanced R, bookdown"
2017,Przemyslaw Biecek,Talks,Show Me Your Model: tools for visualisation of statistical models,"Model visualisation, model exploration, structure visualisation, grammar of model visualisation"
2017,Shwetanki Lall,Lightning Talks,minimalRSD and FMC: R packages to construct cost efficient experimental designs,"experimental designs, run sequences, cost effective"
2017,Jouni Helske,Poster Session,Importance sampling type correction of approximate MCMC for faster state space modelling,"Bayesian inference, state space models, time series, Markov chain Monte Carlo, Stan"
2017,Sebastian Kreutzer,Poster Session,Enlighten the past: five years of luminescence data analysis using R,"Luminescence, Chronology, Geoscience"
2017,Thomas Petzoldt,Talks,Maximum growth rate estimation with **growthrates**,"population growth, nonlinear models, differential equation"
2017,Ella Kaye,Talks,Ranking items scalably with the Bradley-Terry model,"Citation data, Directed network, Paired comparisons, Quasi-symmetry, Sparse matrices"
2017,Tomas Krehlik,Poster Session,Frequency decomposition of connectedness measures,"Connectedness measures, spectral domain, FEVD, multivariate systems"
2017,Sebastian Krey,Talks,The Revised Sequential Parameter Optimization Toolbox,"optimization, tuning, surrogate model, computer experiments"
2017,Jens Carl Streibig,Lightning Talks,Working with R when internet is not reliable,"miniCRAN, Agricultural Sciences, Statistics"
2017,Yoshihiro Shibuo,Poster Session,Development of Data Base Integrated Hydrological- and Hydraulic Modeling for River Flood- and Urban Inundation Forecast,"River flood, Urban inundation, Model forecast, Hydrology, Hydraulics"
2017,Ian Cook,Talks,**implyr**: A **dplyr** Backend for a Apache Impala,"Tidyverse, dplyr, SQL, Apache Impala, Big Data"
2017,Nicholas Reich,Poster Session,**densitystackr**: Estimating weighted density ensembles,"Ensemble methods, predictive analytics, biostatistics, epidemiology"
2017,Benjamin Ortiz Ulloa,Poster Session,Exploring TIMSS at the Question-Level With R,"TIMSS, tidyverse, data wrangling, machine learning, visualization"
2017,Jonathon Love,Talks,*jamovi*: a spreadsheet for R,"Spreadsheet, User-interface, Learning R"
2017,Adnan Fiaz,Poster Session,Software Development by the Numbers,NA
2017,Piotr Wójcik,Poster Session,Modelling distribution dynamics in R. Application to convergence analysis on a local level,"distribution dynamics, transition matrix, conditional kernel density estimation, ergodic distribution"
2017,Brian Hoang,Poster Session,doAzureParallel - Using Azure as Your Parallel Backend for high performance work,NA
2017,Ben Goodrich,Talks,How to Use (R)Stan to Estimate Models in External R Packages,"Bayesian, developeRs"
2017,Marius Pfeuffer,Talks,Estimating the Parameters of a Continuous-Time Markov Chain from Discrete-Time Data with ctmcd,"Embedding Problem, Generator Matrix, Continuous-Time Markov Chain, Discrete-Time Markov Chain"
2017,Marlene Müller,Lightning Talks,Shiny Apps for Maths and Stats Exercises,"shiny apps, student exercises"
2017,Ali Zaidi,Talks,Neural Embeddings and NLP with R and Spark,"NLP, Spark, Deep Learning, Network Science"
2017,Paul Devos,Talks,Urban green spaces and their biophonic soundscape component,"soundscape ecology, urbanization, green space, indicators, soundscape"
2017,Mirjam Fehling-Kaschek,Poster Session,Error model estimation for dynamic models by maximum-likelihood methods,"dynamic modeling, error modeling, parameter estimation"
2017,Oscar de León,Poster Session,Estimating health service accessibility in Guatemala,"Health, accessibility, distance, equity, GIS"
2017,Ágnes Salánki,Poster Session,Plot it to Understand it Better: Creating Visualizations in *R* to Support Students in Interpreting Results of Machine Learning Algorithms,"Visualization, Machine learning, Education"
2017,Angel Udias,Poster Session,An R Decision Support Framework for the Identification of BMP in Catchments,"R, SWAT, Multi-objective optimization, Best management practices (BMPs), Decision Support System"
2017,Erdogan Cevher,Poster Session,The Analysis of the Determinants of Exchange Rate via Conditional and Partial Granger Causality Test,"Exchange Rate, Conditional Granger Causality, Partial Granger Causality, causfinder"
2017,Marcus Rosenblatt,Poster Session,Model-based detection of differences in dynamic systems,"Systems Biology, Parameter Estimation, Regularization"
2017,Daniel Kaschek,Talks,Dynamic modeling and parameter estimation with dMod,"Parameter Estimation, ODEs, Systems Biology, Maximum-Likelihood, Profile-Likelihood"
2017,Bart Smeets,Talks,jug: Building Web APIs for R,"REST, API, web, http"
2017,Bart Smeets,Lightning Talks,simmer: Discrete-Event Simulation for R,Discrete-Event Simulation
2017,Jim Hester,Talks,odbc - A modern database interface,"ODBC, DBI, databases, dplyr, RStudio"
2017,Jakub Chromec,Talks,moodler: A new R package to easily fetch data from Moodle,"Moodle, SQL, tidy data"
2017,Erin LeDell,Lightning Talks,Automatic Machine Learning in *R*,"Machine Learning, Ensemble Learning, Automatic Machine Learning, Black-Box Optimization, Distributed Computing"
2017,Kai Kammers,Talks,Detecting eQTLs from high-dimensional sequencing data using recount2,"eQTLs, RNA-seq, recount2, Batch Effect, gEUVADIS"
2017,Davy Sannen,Poster Session,Integration of an *R* forecasting engine in the *.NET* back-end of *c-Quilibrium*'s cash supply chain optimization solution,"Operationalization, Integration of R and .NET, Parallelization"
2017,Kathy Chenjerai Mutambanengwe,Talks,A restricted composite likelihood approach to modelling Gaussian geostatistical data,"composite likelihood, effective sample size, REML, spatial dependence"
2017,Ramnath Vaidyanathan,Poster Session,rblocks: A Fun and Visual Way to Learn R,"visualization, education, pedagogy, htmlwidgets"
2017,Gert Janssenswillen,Talks,The analysis of R learning styles with R,"R in education, Learning patterns, Learning styles"
2017,Riccardo Porreca,Talks,**rTRNG**: Advanced Parallel Random Number Generation in R,"Random Number Generation, Monte Carlo, Parallel Execution, Reproducibility"
2017,Jakub Houdek,Poster Session,Automatic generation of item analysis report in ShinyItemAnalysis using Rmarkdown,"Reports, Rmarkdown, shiny, ShinyItemAnalysis, psychometric analysis, item analysis"
2017,Nataraj Dasgupta,Lightning Talks,Ultra-Fast Data Mining With The R-KDB+ Interface,"kdb+, big data mining, R-KDB+ Interface, business/industry, high-performance computing"
2017,Andy South,Lightning Talks,map data from **rnaturalearth** : aiming for sustainability through specialisation and **rOpenSci**,"maps, package, sustainability, community"
2017,Andrie de Vries,Talks,Can you keep a secret?,"Asymmetric encryption, Public key encryption"
2017,Jeremy Darot,Lightning Talks,R.gov: making R work for government,"Government, Public Sector, Official Statistics"
2017,Machteld Varewyck,Poster Session,Analyzing digital PCR data in R,"automated analysis, digital PCR, DNA amplification, R-package"
2017,Ruben Crevits,Talks,Robets: Forecasting with Robust Exponential Smoothing with Trend and Seasonality,"Time Series, Forecasting, Robust Statistics, Exponential Smoothing"
2017,Amandine Pierrot,Talks,Curve Linear Regression with **clr**,"Dimension reduction, Correlation dimension, Singular value decomposition, Load forecasting"
2017,Alberto Alvarez-Iglesias,Poster Session,An online translational tool for time to event data,"Survival analysis, mean residual life, generalised Pareto distribution, translational statistics"
2017,Ege Rubak,Talks,Interfacing Google's spherical geometry library (S2) for spatial data in R,"Spatial statistics, spherical geometry, geospatial index, GIS"
2017,Francois Michonneau,Talks,Data Carpentry: Teaching Reproducible Data Driven Discovery,"reproducible research, rmarkdown, open science, training, github"
2017,Florian Schwendinger,Lightning Talks,ROI - R Optimization Infrastructure,"optimization, mathematical programming"
2017,Oliver Glaß,Talks,*GNU R* on a Programmable Logic Controller (PLC) in an Embedded-Linux Environment,"GNU R, PLC, Embedded, Linux"
2017,Marlene Silva-Marchena,Talks,Interactive bullwhip effect exploration using SCperf and Shiny,"bullwhip effect, beergame, inventory, SCperf, shiny"
2017,Alberto Caimo,Talks,Bayesian social network analysis with Bergm,"Bayesian analysis, Exponential random graph models, Monte Carlo methods"
2017,Stephan Stahlschmidt,Poster Session,Citing R,Citation Analysis
2017,Angus Taylor,Talks,Deep Learning for Natural Language Processing in R,"Deep Learning, Natural Language Processing"
2017,Nathan Carroll,Lightning Talks,Fixed Effects in Non-Linear Panel Data Models â€“ Reducing the Bias,NA
2017,Tvisha Gupta,Poster Session,Use of text analytics for predicting market movements,NA
2017,T. González-Arteaga,Poster Session,R packages for decision making problems,"Group decision making problems, Multi-Criteria Decision Making Methods, Decision Support, Outranking tools, Aggregation operator"
2017,Martin Otava,Talks,Ensemble packages with user friendly interface: an added value for the *R* community,"Ensemble package, user-friendly interface, gene expression analysis, biclustering"
2017,Marvin Steijaert,Talks,Biosignature-Based Drug Design: from high dimensional data to business impact,"biosignatures, machine learning, drug design, data fusion, high-throughput screening"
2017,Tatsiana Khamiakova,Lightning Talks,Multivariate statistics for PAT data analysis: short overview of existing R packages and methods,"chemoinformatics, multivariate data analysis, time series data"
2017,Sebastian Meyer,Talks,Social contact data in endemic-epidemic models and probabilistic forecasting with **surveillance**,"age-structured contact matrix, areal count time series, infectious"
2017,Matthias Kuhn,Poster Session,Censoring in random effects models,"censoring, random effects model"
2017,Jasmien Lismont,Poster Session,What's in the network? A stepwise overview of working with networked data in *R*,"Featurization, Graphs, Networked Data, Social Network Analytics, Visualization"
2017,Scott Michael,Talks,Performance Benchmarking of the R Programming Environment on Knight's Landing,"Multicore architectures, benchmarking, scalability, Xeon Phi"
2017,Tamal Kumar De,Poster Session,One by One: A Shiny Webapp for the Design and Analysis of Single-Case Experiments,"Single-case experiments, randomization test, shiny, GUI"
2017,Lukas Stadler,Poster Session,Zero-overhead R and C/C++ integration with FastR,"Java, C, C++, performance"
2017,Reinhold Koch,Lightning Talks,R in a Pharmaceutical Company,NA
2017,Jan-Willem Lankhaar,Poster Session,"**grintar**: A demonstration of reproducible analysis, visualization and distribution of ergometer exercise data","reproducibility, data provenance, version control, exercise physiology, biomarker discovery"
2017,Robert Noble-Eddy,Lightning Talks,The dataCompareR package,"packages, finance, data"
2017,Jirka Lewandowski,Talks,"manifestoR - a tool for data journalists, a source for text miners and a prototype for reproducibility software","political science, reproducibility, corpus, data journalism, text mining"
2017,Maxim Nazarov,Lightning Talks,**redmineR** and the story of automating *useR!2017* abstract review process,"Redmine, project management, API, automation, useR!"
2017,Benjamin Høyer,Lightning Talks,Using R for optimal beer recipe selection,"Brewing, beer, yeast, visualisation, summary statistics"
2017,Helena Kotthaus,Talks,R goes Mobile: Efficient Scheduling for Parallel R Programs on Heterogeneous Embedded Systems,"Parallelization, Resource-Aware Scheduling, Hyperparameter Tuning, Embedded Systems"
2017,Bart Rogiers,Lightning Talks,Reproducible research in computational subsurface hydrology - First steps in R with RMODFLOW and RMT3DMS,"reproducible research, reproducible reporting, groundwater hydrology, groundwater modelling"
2017,Lars Ronnegard,Lightning Talks,Data Analysis Using Hierarchical Generalized Linear Models with R,"Hierarchical likelihood, Hierarchical Generalized Linear Models, Statistical Modelling"
2017,Rainer Hirk,Poster Session,Multivariate ordinal regression models using the R package MultOrd,"Composite likelihood, Multivariate ordered logit, Multivariate ordered probit, R package"
2017,Mariana Simons,Lightning Talks,Using R to Analyze Healthcare Cost of Older Patients Using Personal Emergency Response Service,"Older patients, Personal Emergency Response Surface (PERS), Healthcare cost analysis"
2017,Cassandra Mokdad,Poster Session,Using R for an efficient and standard analysis of Design of Experiments.,"Design of experiments, linear modeling, least significant difference, principal component analysis, shiny"
2017,Nick Ulle,Talks,An LLVM-based Compiler Toolkit for R,"compiler, code analysis, performance"
2017,Nicholas Tierney,Talks,naniar: Data structures and functions for consistent exploration of missing data,"Missing Data, Exploratory Data analysis, Imputation, Data Visualization, Data Mining, Statistical Graphics"
2017,Patrícia Martinková,Talks,Teaching psychometrics and analysing educational tests with **ShinyItemAnalysis**,"psychometrics, educational test, item response theory, shiny, R"
2017,Oliver Bracht,Talks,Beyond Prototyping: Best practices for R in critical enterprise environments,"data science, business, industry, best practice, critical enterprise environments, R"
2017,Lise Vaudor,Lightning Talks,"graphiT: an interactive, user-friendly tool to produce graphics based on the grammar of graphics' principles","ggplot2, shiny, graphics"
2017,Ting-Wei Lin,Poster Session,Applying Data Science For Social Good In Nonprofit Organization With Troubled Family Risk Profiling R Dashboard Application,"troubled family risk profiling, data science for social good, shiny dashboard application, integrated analysis"
2017,Santtu Tikka,Poster Session,causaleffect: An R Package for Causal Inference,"causal model, causal inference, graph, identifiability, causal effect"
2017,Andreas Prawitt,Talks,The use of R in predictive maintenance: A use case with TRUMPF Laser GmbH,"data science, predictive maintenance, industry 4.0, business, industry, use case"
2017,Andreja Radovi?,Poster Session,Impact of biased sampling effort and spatial uncertainty of locations on models of plant invasion patterns in Croatia,"Biodiversity databases, Balkans, data quality, regression kriging, spatial analysis"
2017,Martin Sill,Lightning Talks,DNA methylation-based classification of human central nervous system tumors,"machine learning, bioinformatics, methylation data, brain tumor diagnosis"
2017,Nicolas Rosewick,Poster Session,Genome-wide retroviral integration mapping in agressive T-cell leukemia,"Bioinformatics, Retrovirus, Genome, Integration, DNA sequencing"
2017,Yasuto Nakano,Poster Session,DDIR : handling social research data standard with R,"DDI, xml, data format, social research data, reproducible research"
2017,Ziv Shkedy,Talks,We R a Community-making high quality courses for high education accessible for all; The >eR-Biostat initiative,"Developing countries, master programs, Biostatistucs, E-learning using R"
2017,Dirk Schumacher,Talks,ompr: an alternative way to model mixed-integer linear programs,"integer programming, linear programming, modelling, optimization"
2017,Xavier Guardiola,Lightning Talks,Candy Crush R Saga,"big data, packages, shiny, reproducible research, business analytics"
2017,Martin Hoelbl,Lightning Talks,R in a small-sized bank's risk management,"risk management, shiny, automation, risk modelling, reporting"
2017,Junyan Lu,Lightning Talks,Application of R and Shiny in multiomics understanding of blood cancer biology and drug response,"multiomics, drug screen, blood cancer, personalized medicine, shiny"
2017,René Echochard,Talks,kmlShape: clustering longitudinal data according to their shapes,"Clustring, Longitudinal data, k-means, dynamic time warping, Frechet distance"
2017,Atsushi Hayakawa,Poster Session,Introduction githubinstall package designed in JapanR user group,"github, install, community, Japan, Books"
2017,Adrian Zetner,Lightning Talks,Plasmid Profiler: Comparative Analysis of Plasmid Content in WGS Data,"R, Plasmids, Visualization, WGS, AMR"
